area,source,year,common_name,sex,age,length,gear
BS,RACEBASE,2015,alaska skate,M,10,93,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,12,94,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,11,93,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,9,94,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,10,81,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,9,79,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,91,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,6,69,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,13,101,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,11,101,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,7,65,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,8,79,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,7,69,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,7,67,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,6,68,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,6,76,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,5,67,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,4,55,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,4,57,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,81,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,3,49,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,94,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,7,74,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,6,69,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,7,76,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,11,98,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,9,79,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,97,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,11,98,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,11,93,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,10,101,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,8,79,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,13,107,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,7,77,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,13,102,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,13,103,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,92,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,5,53,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,7,66,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,7,75,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,7,73,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,2,39,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,1,34,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,5,55,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,5,61,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,4,60,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,3,41,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,107,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,4,58,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,6,69,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,7,72,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,9,87,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,106,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,96,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,11,98,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,5,58,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,11,100,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,3,47,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,11,100,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,10,88,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,13,99,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,11,102,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,8,77,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,11,101,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,6,67,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,5,60,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,100,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,111,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,106,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,11,93,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,10,97,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,11,101,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,3,45,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,2,44,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,89,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,90,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,11,96,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,7,83,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,98,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,99,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,85,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,5,63,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,6,64,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,6,58,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,7,63,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,92,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,5,70,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,4,56,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,7,84,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,9,89,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,7,83,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,8,86,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,6,78,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,7,83,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,6,75,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,6,70,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,4,59,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,6,83,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,5,58,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,6,66,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,5,65,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,7,71,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,9,89,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,4,49,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,7,75,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,7,70,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,89,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,7,78,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,7,76,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,4,51,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,7,68,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,5,64,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,92,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,5,57,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,92,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,3,53,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,10,101,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,8,86,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,5,63,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,83,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,6,71,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,8,79,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,11,96,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,7,70,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,8,83,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,3,46,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,9,86,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,3,45,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,8,76,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,5,51,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,9,94,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,3,47,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,11,92,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,8,84,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,7,70,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,100,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,8,77,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,3,41,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,7,72,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,11,92,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,2,40,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,12,103,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,101,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,12,104,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,13,103,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,88,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,13,107,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,85,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,101,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,11,99,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,13,99,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,99,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,11,95,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,13,100,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,10,98,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,11,103,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,83,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,11,93,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,11,99,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,10,89,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,101,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,11,102,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,87,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,11,103,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,13,105,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,11,103,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,11,100,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,11,97,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,12,96,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,6,70,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,3,41,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,102,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,10,84,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,10,93,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,11,105,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,12,99,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,85,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,10,90,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,9,89,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,4,54,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,7,79,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,1,33,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,104,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,1,31,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,4,56,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,6,55,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,13,99,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,9,100,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,103,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,9,82,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,3,48,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,6,56,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,10,98,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,6,60,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,10,99,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,10,97,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,104,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,10,98,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,12,95,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,1,32,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,86,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,7,74,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,10,102,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,8,81,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,8,80,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,4,47,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,14,102,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,3,48,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,10,90,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,6,55,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,3,46,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,2,37,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,8,81,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,11,97,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,12,93,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,13,104,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,1,31,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,6,62,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,7,80,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,8,82,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,8,83,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,8,84,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,10,100,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,11,105,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,6,68,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,13,102,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,5,54,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,12,96,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,15,96,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,3,44,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,7,74,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,8,77,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,2,35,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,1,37,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,4,51,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,11,98,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,94,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,5,55,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,10,94,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,10,93,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,13,97,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,1,32,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,5,62,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,2,42,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,6,75,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,10,92,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,91,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,10,87,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,1,33,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,1,29,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,14,98,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,10,85,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,82,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,5,59,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,4,50,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,2,36,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,7,70,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,4,55,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,2,36,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,4,45,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,5,56,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,8,79,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,3,42,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,7,76,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,8,80,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,10,106,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,1,32,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,10,98,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,7,71,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,11,93,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,8,82,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,1,32,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,7,79,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,9,87,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,8,72,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,6,71,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,9,85,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,7,68,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,M,8,79,AFSC bottom trawl survey
BS,RACEBASE,2015,alaska skate,F,9,89,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,15,130,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,15,124,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,15,125,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,12,105,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,9,113,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,16,127,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,14,107,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,13,120,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,17,137,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,14,112,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,11,95,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,14,119,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,22,120,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,10,96,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,14,109,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,10,101,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,8,73,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,16,126,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,19,144,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,19,118,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,16,120,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,8,59,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,10,75,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,18,121,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,19,121,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,14,106,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,14,116,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,13,106,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,4,44,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,17,125,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,12,100,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,5,59,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,16,132,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,17,142,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,21,138,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,13,91,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,14,89,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,15,114,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,16,135,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,14,119,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,14,106,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,15,122,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,13,137,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,18,121,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,12,113,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,9,108,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,18,108,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,16,116,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,10,84,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,19,123,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,18,123,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,12,124,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,14,97,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,12,110,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,12,97,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,17,113,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,10,93,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,15,111,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,18,122,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,17,116,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,7,65,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,18,133,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,9,78,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,13,106,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,20,136,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,17,120,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,18,118,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,1,36,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,4,54,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,1,34,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,12,94,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,13,109,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,17,121,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,16,120,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,6,51,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,8,74,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,20,140,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,18,124,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,10,85,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,17,131,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,16,135,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,14,138,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,21,137,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,M,13,80,AFSC bottom trawl survey
GOA,RACEBASE,2009,longnose skate,F,16,122,AFSC bottom trawl survey
