species,input_area,M_method,M_estimate,version,method_or_source
whiteblotched skate,BS,jensen_k2,0.057920000000000006,3,Maurer 2009
whiteblotched skate,BS,frisk_k,0.0843177652356208,1,Maurer 2009
whiteblotched skate,BS,frisk_k,0.09474583739022593,2,Maurer 2009
whiteblotched skate,BS,frisk_k,0.10817928056672661,3,Maurer 2009
whiteblotched skate,BS,frisk_tmat,0.07513148009015778,1,Maurer 2009
whiteblotched skate,BS,frisk_tmat,0.08658008658008658,2,Maurer 2009
whiteblotched skate,BS,frisk_tmat,0.07513148009015778,3,Maurer 2009
whiteblotched skate,BS,frisk_tmat,0.08658008658008658,4,Maurer 2009
whiteblotched skate,GOA,fishlife,0.12505686594768517,1,Thorson
whiteblotched skate,GOA,amax,NA,1,NA
whiteblotched skate,GOA,gsi,NA,1,NA
whiteblotched skate,GOA,then,NA,1,NA
whiteblotched skate,GOA,hamel_k,NA,1,NA
whiteblotched skate,GOA,jensen_k1,NA,1,NA
whiteblotched skate,GOA,jensen_k2,NA,1,NA
whiteblotched skate,GOA,frisk_k,NA,1,NA
whiteblotched skate,GOA,frisk_tmat,NA,1,NA
whiteblotched skate,multi_region,fishlife,0.12505686594768517,1,Thorson
whiteblotched skate,multi_region,amax,NA,1,NA
whiteblotched skate,multi_region,gsi,NA,1,NA
whiteblotched skate,multi_region,then,NA,1,NA
whiteblotched skate,multi_region,hamel_k,NA,1,NA
whiteblotched skate,multi_region,jensen_k1,NA,1,NA
whiteblotched skate,multi_region,jensen_k2,NA,1,NA
whiteblotched skate,multi_region,frisk_k,NA,1,NA
whiteblotched skate,multi_region,frisk_tmat,NA,1,NA
whiteblotched skate,WC,fishlife,0.12505686594768517,1,Thorson
whiteblotched skate,WC,amax,NA,1,NA
whiteblotched skate,WC,gsi,NA,1,NA
whiteblotched skate,WC,then,NA,1,NA
whiteblotched skate,WC,hamel_k,NA,1,NA
whiteblotched skate,WC,jensen_k1,NA,1,NA
whiteblotched skate,WC,jensen_k2,NA,1,NA
whiteblotched skate,WC,frisk_k,NA,1,NA
whiteblotched skate,WC,frisk_tmat,NA,1,NA
whitebrow skate,BC,fishlife,0.21949099396933225,1,Thorson
whitebrow skate,BC,amax,NA,1,NA
whitebrow skate,BC,gsi,NA,1,NA
whitebrow skate,BC,then,NA,1,NA
whitebrow skate,BC,hamel_k,NA,1,NA
whitebrow skate,BC,jensen_k1,NA,1,NA
whitebrow skate,BC,jensen_k2,NA,1,NA
whitebrow skate,BC,frisk_k,NA,1,NA
whitebrow skate,BC,frisk_tmat,NA,1,NA
whitebrow skate,BS,fishlife,0.21949099396933225,1,Thorson
whitebrow skate,BS,amax,0.14594594594594595,1,Ainsley 2011
whitebrow skate,BS,gsi,NA,1,NA
whitebrow skate,BS,then,0.03708059917616137,1,Ainsley 2011
whitebrow skate,BS,hamel_k,0.028398599999999996,1,Ainsley 2011
whitebrow skate,BS,jensen_k1,0.0243,1,Ainsley 2011
whitebrow skate,BS,jensen_k2,0.02592,1,Ainsley 2011
whitebrow skate,BS,frisk_k,0.07717609415851172,1,Ainsley 2011
whitebrow skate,BS,frisk_tmat,0.08045052292839903,1,Ainsley 2011
whitebrow skate,GOA,fishlife,0.21949099396933225,1,Thorson
whitebrow skate,GOA,amax,NA,1,NA
whitebrow skate,GOA,gsi,NA,1,NA
whitebrow skate,GOA,then,NA,1,NA
whitebrow skate,GOA,hamel_k,NA,1,NA
whitebrow skate,GOA,jensen_k1,NA,1,NA
whitebrow skate,GOA,jensen_k2,NA,1,NA
whitebrow skate,GOA,frisk_k,NA,1,NA
whitebrow skate,GOA,frisk_tmat,NA,1,NA
whitebrow skate,multi_region,fishlife,0.21949099396933225,1,Thorson
whitebrow skate,multi_region,amax,NA,1,NA
whitebrow skate,multi_region,gsi,NA,1,NA
whitebrow skate,multi_region,then,NA,1,NA
whitebrow skate,multi_region,hamel_k,NA,1,NA
whitebrow skate,multi_region,jensen_k1,NA,1,NA
whitebrow skate,multi_region,jensen_k2,NA,1,NA
whitebrow skate,multi_region,frisk_k,NA,1,NA
whitebrow skate,multi_region,frisk_tmat,NA,1,NA
whitebrow skate,WC,fishlife,0.21949099396933225,1,Thorson
whitebrow skate,WC,amax,NA,1,NA
whitebrow skate,WC,gsi,NA,1,NA
whitebrow skate,WC,then,NA,1,NA
whitebrow skate,WC,hamel_k,NA,1,NA
whitebrow skate,WC,jensen_k1,NA,1,NA
whitebrow skate,WC,jensen_k2,NA,1,NA
whitebrow skate,WC,frisk_k,NA,1,NA
whitebrow skate,WC,frisk_tmat,NA,1,NA
